user_name,text,hashtags,mentions
Kathlee27519719,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
TNrOfTBeast666,@NOELreports He stripped FOR #Pedoputin #putin,"['Pedoputin', 'putin']",['NOELreports']
Goodwood_8,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
brianAburman,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
NickJon46108833,RT @olex_scherba: A very impressive testimony of how Washington realized putin was about to unleash this war. Would be great to read anothe…,[],['olex_scherba']
PattiaGuarder17,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
1Pr0p0rt10n2,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
MijoPeh,"RT @Kiborgzzz: 27-FEB-2015  #BorisNemcov was killed in #Moscow just in front of #Putin’Z windows in #Kremlin.
He was real opposition to #Pu…","['BorisNemcov', 'Moscow', 'Putin', 'Kremlin']",['Kiborgzzz']
CucichF,RT @CucichF: Levin criticizes #Putin friendly media/Republicans/Democrats for pushing bio weapons claims https://t.co/AF94LhSlkI...√\,['Putin'],['CucichF']
CucichF,RT @CucichF: The #Putin memes are  illegal in #Russia. Do not spread these as #putin has thin skin https://t.co/t3gunTV4Ld\\,"['Putin', 'Russia', 'putin']",['CucichF']
M_R_TEMPEL,"RT @TheStudyofWar: Feb. 26 Assessment Highlight:

Vladimir #Putin leaned on a longstanding rhetorical line of effort for raising domestic s…",['Putin'],['TheStudyofWar']
PaloKhaile1,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
ShushiArtsakh,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
ConnorF83722540,"@atensnut We cannot afford to have part of the Republican Party #GOP supporting #Russia, #Putin instead of the #USA… https://t.co/4cNqb61fgJ","['GOP', 'Russia', 'Putin', 'USA']",['atensnut']
Leti_Tade,"RT @TewoldeGali: Our civilized world had mistaken, when it reelected @AUC_MoussaFaki and @antonioguterres as #AU and #UN leaders respective…","['AU', 'UN']","['TewoldeGali', 'AUC_MoussaFaki', 'antonioguterres']"
UNAYBOOM06,"RT @TewoldeGali: Our civilized world had mistaken, when it reelected @AUC_MoussaFaki and @antonioguterres as #AU and #UN leaders respective…","['AU', 'UN']","['TewoldeGali', 'AUC_MoussaFaki', 'antonioguterres']"
cgalliher,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
uzuigwe_uche,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
pbrelin,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
77rubin,RT @PMUzamugura: @mfa_russia @RussiaUN @mission_russian @RusMission_EU @RF_OSCE @EUinRussia @StateDept @RusEmbUSA @RusBotschaft @RussianEmb…,[],"['PMUzamugura', 'mfa_russia', 'RussiaUN', 'mission_russian', 'RusMission_EU', 'RF_OSCE', 'EUinRussia', 'StateDept', 'RusEmbUSA', 'RusBotschaft']"
Keep_t100,"Apparently #Russia #Putin are ISOLATING people from ""contrary information""

Meanwhile in the West, media has been h… https://t.co/G5S6zJ7Y3q","['Russia', 'Putin']",[]
FileMakr,Download Source Code and project report for college students #englot #PancakeDay #poupettekenza #Putin #Russia… https://t.co/rBqmJCdEm1,"['englot', 'PancakeDay', 'poupettekenza', 'Putin', 'Russia']",[]
NwoClement,RT @NWACHINEKEIPOB: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just a…,['Putin'],['NWACHINEKEIPOB']
chas8415,"RT @CupofJoeintheD2: Hey #GOP, the World wants to charge #Putin &amp; #Russia with War Crimes yet You continue to Worship them, Why Why Why??!!!","['GOP', 'Putin', 'Russia']",['CupofJoeintheD2']
Asylum_News9,Russian President Vladimir Putin Gives Steven Seagal an Award for Being There - https://t.co/ZvjgA29h0r #Putin #Russia #stevenseagal,"['Putin', 'Russia', 'stevenseagal']",[]
KirstenFeldges,"RT @generalsvr_en: Dear subscribers and guests of the channel! Over the weekend, #Russian President Vladimir #Putin, while talking with peo…","['Russian', 'Putin']",['generalsvr_en']
tigger1972,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
A_Rockas,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
dopodist_alan,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
CharlesKulo,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
Coover_Girl,RT @moveebuff1953: The horror of this is sickening....Why would anyone support #Russia?  #Ukraine is a #sovereignCountry that was #Invaded…,"['Russia', 'Ukraine', 'sovereignCountry', 'Invaded']",['moveebuff1953']
maxmcevoy,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
evmkouvri,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
gematriaWombat,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
Make_Me_Aware,It was the last time we saw #Zelensky in a suit: February 2022 at the Munich Security Conference - days before the… https://t.co/vbIGgsEeRK,['Zelensky'],[]
CharlesKulo,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
systemnutte,"@JustinG90282248 Actually, #Putin would love this. He's constantly trying to gaslight the population into believing… https://t.co/2RR2b8tUOx",['Putin'],['JustinG90282248']
ArdNigel,"RT @JoWe_FBPEGlobal: 1/2
1 year after the start of the war by #Putin it's time to talk about #Heineken the #2 beer producing company in the…","['Putin', 'Heineken']",['JoWe_FBPEGlobal']
cmessliving,"RT @BHL: Thanks, Minister #Reznikov. Humbled by your words. You embody the resistance of #Ukraine against #Putin’s fascism. This film is yo…","['Reznikov', 'Ukraine', 'Putin']",['BHL']
TewoldeGali,"Our civilized world had mistaken, when it reelected @AUC_MoussaFaki and @antonioguterres as #AU and #UN leaders res… https://t.co/ecKaEA1jYw","['AU', 'UN']","['AUC_MoussaFaki', 'antonioguterres']"
Alex4nderGreat,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
priest_rebel,RT @OsloMet: The OsloMet researcher admitted he was surprised that #Putin made the decision to launch a full-scale invasion of its southern…,['Putin'],['OsloMet']
premil_willy,"RT @BHL: Première, in #Kyiv, of #SlavaUkraini, my film on the war in #Ukraine; in the trenches around #Kharkiv, #Bakhmut &amp; #Kherson; embedd…","['Kyiv', 'SlavaUkraini', 'Ukraine', 'Kharkiv', 'Bakhmut', 'Kherson']",['BHL']
itmorar,RT @MisesNy: Who is the agressor? #NATO #Russia #UkraineRussianWar #Biden #Putin #Zelensky https://t.co/jnKN1s3UEu,"['NATO', 'Russia', 'UkraineRussianWar', 'Biden', 'Putin', 'Zelensky']",['MisesNy']
PhanThuan2408,"RT @WarFrontline: 🚨#Breaking, The first battalion of the Armed Forces of Ukraine has completed training on the operation of American M2 Bra…",['Breaking'],['WarFrontline']
Sea2Sea1Way,"RT @robananyan: Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the army and wi…","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",['robananyan']
JussiPositively,"RT @TheStudyofWar: A key takeaway from this 🧵:

The specter of limitless #Russian manpower is a myth. #Putin has already been forced to mak…","['Russian', 'Putin']",['TheStudyofWar']
ifenna1980,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
ThirdCity2,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
hwilliams0085,"RT @CupofJoeintheD2: Hey #GOP, the World wants to charge #Putin &amp; #Russia with War Crimes yet You continue to Worship them, Why Why Why??!!!","['GOP', 'Putin', 'Russia']",['CupofJoeintheD2']
EzeDest09865094,"RT @justobiz2124: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the Unit…",['Putin'],['justobiz2124']
JoaniSparkles,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
DoktorPaulie,"RT @TheStudyofWar: Feb. 26 Assessment Highlight:

Vladimir #Putin leaned on a longstanding rhetorical line of effort for raising domestic s…",['Putin'],['TheStudyofWar']
DoktorPaulie,RT @TheStudyofWar: NEW: Tonight's abbreviated #Ukraine update focuses on #Putin’s attempt to avoid ordering involuntary mobilization in #Ru…,"['Ukraine', 'Putin']",['TheStudyofWar']
films4one1,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
Bobby39502774,"RT @KorsasErik: #Serbia &amp; #Belgrade have now also, with the help of the #EU &amp; #USA, started to support #Ukrainians with #Soviet war materie…","['Serbia', 'Belgrade', 'EU', 'USA', 'Ukrainians', 'Soviet']",['KorsasErik']
EvanLefavor,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
CapitanBilly,"RT @GordonGChang: So ya think supporting #Ukraine is expensive? Yes, but it’s not nearly as expensive as fighting simultaneously in #Europe…","['Ukraine', 'Europe']",['GordonGChang']
shayward719,"RT @KorsasErik: #Serbia &amp; #Belgrade have now also, with the help of the #EU &amp; #USA, started to support #Ukrainians with #Soviet war materie…","['Serbia', 'Belgrade', 'EU', 'USA', 'Ukrainians', 'Soviet']",['KorsasErik']
bo_palinic,RT @olex_scherba: A very impressive testimony of how Washington realized putin was about to unleash this war. Would be great to read anothe…,[],['olex_scherba']
khan12333,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
Uchenna74598871,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
garethdavies110,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
saeedasadiana,RT @EmbassyofRussia: 🇷🇺President #Putin: US &amp; NATO quickly deployed their army bases &amp; secret biolaboratories near Russian borders. They ma…,['Putin'],['EmbassyofRussia']
allakatallafru1,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
robananyan,"1/7 Azerbaijan has increased the supply of gas from Russia, which it resells to #Europe. In other words, Azerbaijan… https://t.co/vg8rhYW2w2",['Europe'],[]
robananyan,"Today, Sergey Lavrov visited #Russia's faithful ally #Azerbaijan. #Putin really supported #Aliyev in arming the arm… https://t.co/0gQeQsHlo1","['Russia', 'Azerbaijan', 'Putin', 'Aliyev']",[]
LesleyMillercyp,Well let’s start with her then followed swiftly by #Gates #KlausSchwab #Blair #Soros #Rockerfella #Fauci #Tedros… https://t.co/JMUKK0df1g,"['Gates', 'KlausSchwab', 'Blair', 'Soros', 'Rockerfella', 'Fauci', 'Tedros']",[]
gb2272,"RT @JoWe_FBPEGlobal: 1/2
1 year after the start of the war by #Putin it's time to talk about #Heineken the #2 beer producing company in the…","['Putin', 'Heineken']",['JoWe_FBPEGlobal']
ozilsmate,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
FerrerMontero,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
NomorWhitey,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
juliopaulin97,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
FerrerMontero,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
matty2aloo,"RT @CupofJoeintheD2: Hey #GOP, the World wants to charge #Putin &amp; #Russia with War Crimes yet You continue to Worship them, Why Why Why??!!!","['GOP', 'Putin', 'Russia']",['CupofJoeintheD2']
Foxy_Sniper_Cat,"RT @Beefeater_Fella: For a country 100 times larger that Ukraine, this is a pathetic show by any account. Russia have fallen from #SuperPow…",[],['Beefeater_Fella']
TarjeiJS,"RT @IdeasRoadshow: Top News on @chesscom ! 

Read this thought-provoking piece by filmmaker Howard Burton ""Reforming FIDE: Into The Darknes…",[],"['IdeasRoadshow', 'chesscom']"
4Obinna,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
IndiaTodayFLASH,"RT @IndiaToday: #Putin has bestowed a prestigious award on US actor  for his work on strengthening international ""cooperation""

#WorldNews…","['Putin', 'WorldNews']",['IndiaToday']
edinatoz,RT @NWACHINEKEIPOB: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just a…,['Putin'],['NWACHINEKEIPOB']
Worldinone6,"#BREAKING: The Deputy Commander-in-Chief of the Russian Ground Forces, Oleksandr #Matovnikov in preparation for the… https://t.co/pIuLwdfSEU","['BREAKING', 'Matovnikov']",[]
Lioness62726272,"RT @ArMaghak: The Turkish expert reports that in #Nakhijevan the #Azerbaijan'i army was ordered to prepare for #war. Apparently, it means t…","['Nakhijevan', 'Azerbaijan', 'war']",['ArMaghak']
hulme_edward,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
IndiaToday,"#Putin has bestowed a prestigious award on US actor  for his work on strengthening international ""cooperation""… https://t.co/Cq4cwKAKwq",['Putin'],[]
ANTOveslantoun,"RT @ArMaghak: The Turkish expert reports that in #Nakhijevan the #Azerbaijan'i army was ordered to prepare for #war. Apparently, it means t…","['Nakhijevan', 'Azerbaijan', 'war']",['ArMaghak']
webaddicted,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
sterlinghuseyn,"RT @Azeri_Mamedov: Daily Express: ""Desperate #Russia is planning a new assault to disrupt gas flows to #Europe, ­intelligence sources have…","['Russia', 'Europe']",['Azeri_Mamedov']
guetta_en,"#Putin's speech last week was like Brezhnev resurrected: it just went on and on and on, and he was no longer saying… https://t.co/3pXwqfkGI7",['Putin'],[]
BrawlStop,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
chickenkiev77,"RT @TheStudyofWar: Feb. 26 Assessment Highlight:

Vladimir #Putin leaned on a longstanding rhetorical line of effort for raising domestic s…",['Putin'],['TheStudyofWar']
BoseEinstein7,"RT @EandPCartoons: Chris Riddell, The Guardian #Putin https://t.co/9xgnT4U3M2",['Putin'],['EandPCartoons']
Chyke183,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
WindhoverGMH2,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
Attaphia,"RT @ArthurM40330824: #Putin on his reasons for exiting START
Basically if US/NATO is acting as our enemy and indirectly involved in a war a…",['Putin'],['ArthurM40330824']
duke2909,"RT @GordonGChang: So ya think supporting #Ukraine is expensive? Yes, but it’s not nearly as expensive as fighting simultaneously in #Europe…","['Ukraine', 'Europe']",['GordonGChang']
kee_fitz,"RT @JoWe_FBPEGlobal: 1/2
1 year after the start of the war by #Putin it's time to talk about #Heineken the #2 beer producing company in the…","['Putin', 'Heineken']",['JoWe_FBPEGlobal']
MapzThabani,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
chang_pchang,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
snkShera,"RT @TheStudyofWar: 🧵#Russia likely began to run out of combat-ready forces by May 2022, forcing Russian President Vladimir #Putin to make a…","['Russia', 'Putin']",['TheStudyofWar']
MariaCouto1991,"RT @CupofJoeintheD2: Hey #GOP, the World wants to charge #Putin &amp; #Russia with War Crimes yet You continue to Worship them, Why Why Why??!!!","['GOP', 'Putin', 'Russia']",['CupofJoeintheD2']
crodrigue1,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
lenk_jackie,"RT @CBKNEWS121: #BILLGATES: The #Ukrainian government is one of the most #corrupt in the world

#Ukraine #Russian #UkraineRussianWar #putin…","['BILLGATES', 'Ukrainian', 'corrupt', 'Ukraine', 'Russian', 'UkraineRussianWar', 'putin']",['CBKNEWS121']
Momza880910,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
Carloni1970,RT @BHL: An ordinary night in #Kyiv. An ordinary awakening in #Ukraine terrorized by #Russia and #Putin. My poor and brave #Ukrainian frien…,"['Kyiv', 'Ukraine', 'Russia', 'Putin', 'Ukrainian']",['BHL']
talbott_pat,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
AdolphusMarcel,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
AL881977,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
suescannon,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
caschmitt,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
AL881977,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ObetaTobenna,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
michaelfl79,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
brendanno3,"RT @TheStudyofWar: Feb. 26 Assessment Highlight:

Vladimir #Putin leaned on a longstanding rhetorical line of effort for raising domestic s…",['Putin'],['TheStudyofWar']
Laurent6263,"RT @TheStudyofWar: Feb. 26 Assessment Highlight:

Vladimir #Putin leaned on a longstanding rhetorical line of effort for raising domestic s…",['Putin'],['TheStudyofWar']
IkechukwuNjok19,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
KarlMar21117578,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
TalgarthMatters,RT @WmPowell2021: The latest in a long line of kindness locally towards our 🇺🇦 compatriots under fire from the brutality of #Putin's fascis…,['Putin'],['WmPowell2021']
EverywhereRoyIs,"RT @TheStudyofWar: Feb. 26 Assessment Highlight:

Vladimir #Putin leaned on a longstanding rhetorical line of effort for raising domestic s…",['Putin'],['TheStudyofWar']
TheStudyofWar,"Feb. 26 Assessment Highlight:

Vladimir #Putin leaned on a longstanding rhetorical line of effort for raising domes… https://t.co/oVpmMbTjyo",['Putin'],[]
BlackAr83670691,"RT @EmbassyofRussia: 🇷🇺President Vladimir #Putin: According to US experts, almost 900,000 people were killed during wars unleashed by the U…",['Putin'],['EmbassyofRussia']
ELopes29343908,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
hmm11960,RT @SenateForeign: Today marks the somber 8th anniversary of the blatant assassination of Boris Nemstov by #Putin’s thugs. To honor his mem…,['Putin'],['SenateForeign']
Daryl16519C,"RT @RussianEmbassy: President #Putin: Promises of Western leaders, their assurances that they were striving for peace in #Donbass turned ou…","['Putin', 'Donbass']",['RussianEmbassy']
ScourgeOfTengri,"RT @Azeri_Mamedov: Daily Express: ""Desperate #Russia is planning a new assault to disrupt gas flows to #Europe, ­intelligence sources have…","['Russia', 'Europe']",['Azeri_Mamedov']
TeesriNews,RT @JungTeesri: Vladimir #Putin congratulated #Russian servicemen on the Day of Special ... https://t.co/WXo8NKBPh9 via @YouTube,"['Putin', 'Russian']","['JungTeesri', 'YouTube']"
Daryl16519C,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
DorlandRon,"@bonfire06 @ricwe123 Oh looky, it's my favorite history expert! 
Can you tell us about the Holodomor yet? 
No? 
Typical #Putin Parasite",['Putin'],"['bonfire06', 'ricwe123']"
INGFiore2,"RT @Berlus_Killers_: WEEKS AGO, MAFIOSO N1 IN THE WORLD, MATTEO @MESSINADENARO GOT TAKEN. HE WAS SAFELY IN HIS HOUSE, IN SUPER MASONIC @TRA…",[],"['Berlus_Killers_', 'MessinaDenaro']"
MikeAll30808974,#Putin #Playing the Victim https://t.co/kBJB1A0FtE,"['Putin', 'Playing']",[]
Rab_Dickson1,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
mellexxya,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ViekangGolden,RT @UH1_Bell_Fella: @EmbassyofRussia @mfa_russia @PMSimferopol @RusEmbUSA @RussianEmbassy @RussianEmbassyC @MauriceSchleepe @Geostrat_ME @d…,[],"['UH1_Bell_Fella', 'EmbassyofRussia', 'mfa_russia', 'PMSimferopol', 'RusEmbUSA', 'RussianEmbassy', 'RussianEmbassyC', 'MauriceSchleepe', 'Geostrat_ME']"
Carloni1970,"RT @BHL: Thanks, Minister #Reznikov. Humbled by your words. You embody the resistance of #Ukraine against #Putin’s fascism. This film is yo…","['Reznikov', 'Ukraine', 'Putin']",['BHL']
RogerDolfan,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
Roleex11,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
ghenet101,"RT @azexl2: Time to listen to #lucasCage an #Iraq war #US veteran, again, while 100s of #Ukrainian troops are slaughtered by #RussianArmy i…","['lucasCage', 'Iraq', 'US', 'Ukrainian', 'RussianArmy']",['azexl2']
jchaltiwanger,"RT @TheStudyofWar: 🧵#Russia likely began to run out of combat-ready forces by May 2022, forcing Russian President Vladimir #Putin to make a…","['Russia', 'Putin']",['TheStudyofWar']
DoNotTrustTrump,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
biafraishere,RT @ChinasaNworu: President #Putin: West’s appalling method of deception has been tried and tested many times before. They behaved just as…,['Putin'],['ChinasaNworu']
MuckdogMary,"RT @Kiborgzzz: 27-FEB-2015  #BorisNemcov was killed in #Moscow just in front of #Putin’Z windows in #Kremlin.
He was real opposition to #Pu…","['BorisNemcov', 'Moscow', 'Putin', 'Kremlin']",['Kiborgzzz']
1776mocumentary,RT @kiraincongress: russia’s suspension of the #nuclear pact is just another proof: #putin would does not need a reason to pull of a deal h…,"['nuclear', 'putin']",['kiraincongress']
Somaliland_30,RT @SenateForeign: Today marks the somber 8th anniversary of the blatant assassination of Boris Nemstov by #Putin’s thugs. To honor his mem…,['Putin'],['SenateForeign']
JohnEClark11,"RT @RussianEmbassy: President #Putin: #Russia was doing everything possible to solve the Ukrainian crisis by peaceful means, patiently cond…","['Putin', 'Russia']",['RussianEmbassy']
